Mietobjektschlüssel,Buchungskreis,Wirtschaftseinheit,Mieteinheit,Konditionsart,Miete pro Monat,Grundmiete
OS 7782/9983/1376,7782,9983,1376,2001,690.33,x
OS 7782/9983/1376,7782,9983,1376,7005,58.01,x
OS 7782/9983/1376,7782,9983,1376,8022,55.04,
OS 7782/9983/1376,7782,9983,1376,30E5,-72.72,x
OS 7782/9983/1223,7782,9983,1223,2001,132.76,x
OS 7782/9983/1223,7782,9983,1223,7005,72.50,x
OS 7782/9983/1223,7782,9983,1223,8022,55.04,
OS 7782/9983/1401,7782,9983,1401,2001,244.16,x
OS 7782/9983/1401,7782,9983,1401,7005,78.40,x
OS 7782/9983/1401,7782,9983,1401,8022,72.65,
OS 7782/9983/1176,7782,9983,1176,2001,226.21,x
OS 7782/9983/1176,7782,9983,1176,7005,86.76,x
OS 7782/9983/1176,7782,9983,1176,8022,14.38,
OS 7782/9983/1176,7782,9983,1176,20D6,-16.74,x
OS 7782/9983/1176,7782,9983,1176,30E5,-21.91,x
OS 7782/9983/1326,7782,9983,1326,2001,599.39,x
OS 7782/9983/1326,7782,9983,1326,Z080,8.87,
OS 7782/9983/1326,7782,9983,1326,7005,86.76,x
OS 7782/9983/1326,7782,9983,1326,8022,2.74,
OS 7782/9983/1326,7782,9983,1326,30E5,-273.44,x
OS 7782/9983/1512,7782,9983,1512,2001,272.85,x
OS 7782/9983/1512,7782,9983,1512,7005,95.38,x
OS 7782/9983/1512,7782,9983,1512,8022,55.04,
OS 7782/9983/1512,7782,9983,1512,20D6,-16.63,x
OS 7782/9983/1512,7782,9983,1512,30E5,-17.69,x
OS 7782/9983/1256,7782,9983,1256,2001,352.21,x
OS 7782/9983/1256,7782,9983,1256,7005,86.76,x
OS 7782/9983/1256,7782,9983,1256,8022,55.04,
OS 7782/9983/1256,7782,9983,1256,30E5,-9.02,x
OS 7782/9983/1386,7782,9983,1386,2001,392.41,x
OS 7782/9983/1386,7782,9983,1386,7005,95.38,x
OS 7782/9983/1386,7782,9983,1386,8022,1.09,
OS 7782/9983/1386,7782,9983,1386,20D6,-28.87,x
OS 7782/9983/1386,7782,9983,1386,30E5,-1.48,x
OS 7782/9983/1517,7782,9983,1517,2001,95.21,x
OS 7782/9983/1517,7782,9983,1517,3087,8.87,
OS 7782/9983/1517,7782,9983,1517,7005,86.76,x
OS 7782/9983/1517,7782,9983,1517,8022,41.36,
OS 7782/9983/1517,7782,9983,1517,30E5,-67.75,x
OS 7782/9983/1484,7782,9983,1484,2001,599.39,x
OS 7782/9983/1484,7782,9983,1484,7005,86.76,x
OS 7782/9983/1484,7782,9983,1484,8022,35.15,
OS 7782/9983/1484,7782,9983,1484,30E5,-146.91,x
OS 7782/9983/1357,7782,9983,1357,2001,21.99,x
OS 7782/9983/1357,7782,9983,1357,7005,79.94,x
OS 7782/9983/1357,7782,9983,1357,8022,14.03,
OS 7782/9983/1357,7782,9983,1357,20D6,-36.97,x
OS 7782/9983/1489,7782,9983,1489,2001,443.97,x
OS 7782/9983/1489,7782,9983,1489,7005,95.38,x
OS 7782/9983/1489,7782,9983,1489,8022,51.19,
OS 7782/9983/1489,7782,9983,1489,30E5,-192.85,x
OS 7782/9983/1235,7782,9983,1235,2001,398.81,x
OS 7782/9983/1235,7782,9983,1235,7005,95.38,x
OS 7782/9983/1235,7782,9983,1235,8022,72.09,
OS 7782/9983/1235,7782,9983,1235,20D6,-15.19,x
OS 7782/9983/1235,7782,9983,1235,30E5,-2.02,x
OS 7782/9983/1340,7782,9983,1340,2001,490.71,x
OS 7782/9983/1340,7782,9983,1340,7005,86.76,x
OS 7782/9983/1340,7782,9983,1340,8022,55.04,
OS 7782/9983/1340,7782,9983,1340,20D6,-18.01,x
OS 7782/9983/1340,7782,9983,1340,30E5,-25.86,x
OS 7782/9983/1380,7782,9983,1380,2001,786.52,x
OS 7782/9983/1380,7782,9983,1380,7005,78.40,x
OS 7782/9983/1380,7782,9983,1380,8022,0.92,
OS 7782/9983/1380,7782,9983,1380,30E5,-272.37,x
OS 7782/9983/1499,7782,9983,1499,2001,286.50,x
OS 7782/9983/1499,7782,9983,1499,7005,46.35,x
OS 7782/9983/1499,7782,9983,1499,8022,48.95,
OS 7782/9983/1499,7782,9983,1499,30E5,-16.20,x
OS 7782/9983/1454,7782,9983,1454,2001,"1,058.72",x
OS 7782/9983/1454,7782,9983,1454,7005,199.15,x
OS 7782/9983/1454,7782,9983,1454,8022,45.99,
OS 7782/9983/1454,7782,9983,1454,30E5,-114.67,x
OS 7782/9983/9251,7782,9983,9251,2034,35.15,
OS 7782/9983/9251,7782,9983,9251,2034,35.15,
OS 7782/9983/9332,7782,9983,9332,6045,14.03,
OS 7782/9983/9158,7782,9983,9158,6045,1.14,
OS 7782/9983/9410,7782,9983,9410,2034,35.15,
OS 7782/9983/9410,7782,9983,9410,2034,35.15,
OS 7782/9983/9410,7782,9983,9410,2034,35.15,
OS 7782/9983/9364,7782,9983,9364,6045,14.03,
OS 7782/9983/9287,7782,9983,9287,6045,14.03,
OS 7782/9983/9298,7782,9983,9298,2034,35.15,
OS 7782/9983/9298,7782,9983,9298,2034,35.15,
OS 7782/9983/9298,7782,9983,9298,2034,35.15,
OS 7782/9983/9376,7782,9983,9376,6045,1.09,
OS 7782/9983/9350,7782,9983,9350,2034,35.15,
OS 7782/9983/9159,7782,9983,9159,2034,35.15,
OS 7782/9983/9470,7782,9983,9470,6045,34.87,
OS 7782/9983/9256,7782,9983,9256,2034,55.04,
OS 7782/9983/9256,7782,9983,9256,2034,55.04,
OS 7782/9983/9256,7782,9983,9256,2034,55.04,
OS 7782/9983/9180,7782,9983,9180,2034,55.04,
OS 7782/9983/9180,7782,9983,9180,2034,55.04,
OS 7782/9983/9180,7782,9983,9180,2034,55.04,
OS 7782/9983/9529,7782,9983,9529,2034,55.04,
OS 7782/9983/9529,7782,9983,9529,2034,55.04,
OS 7782/9983/9529,7782,9983,9529,2034,55.04,
OS 7782/9983/9449,7782,9983,9449,6045,14.03,
OS 7782/9983/9237,7782,9983,9237,2034,35.15,
OS 7782/9983/9237,7782,9983,9237,2034,35.15,
OS 7782/9983/9237,7782,9983,9237,2034,35.15,
OS 7782/9983/9237,7782,9983,9237,2034,35.15,
OS 7782/9983/9195,7782,9983,9195,6045,2.74,
OS 7782/9983/9424,7782,9983,9424,6045,2.74,
OS 7782/9983/9505,7782,9983,9505,2034,35.15,
OS 7782/9983/9505,7782,9983,9505,2034,35.15,
OS 7782/9983/9505,7782,9983,9505,2034,35.15,
OS 7782/9983/9347,7782,9983,9347,2034,35.15,
OS 7782/9983/9347,7782,9983,9347,2034,35.15,
OS 7782/9983/9347,7782,9983,9347,2034,35.15,
OS 7782/9974/1033,7782,9974,1033,Y250,84.49,
OS 7782/9974/1033,7782,9974,1033,Y250,84.49,
OS 7782/9974/1033,7782,9974,1033,Y250,84.49,
OS 7782/9974/1223,7782,9974,1223,2001,350.57,x
OS 7782/9974/1223,7782,9974,1223,7005,89.65,x
OS 7782/9974/1223,7782,9974,1223,8022,51.19,
OS 7782/9974/1281,7782,9974,1281,2001,53.10,x
OS 7782/9974/1281,7782,9974,1281,7005,110.25,x
OS 7782/9974/1281,7782,9974,1281,8022,48.95,
OS 7782/9974/1281,7782,9974,1281,20D6,-17.30,x
OS 7782/9974/1286,7782,9974,1286,2001,193.18,x
OS 7782/9974/1286,7782,9974,1286,3087,8.87,
OS 7782/9974/1286,7782,9974,1286,7005,86.76,x
OS 7782/9974/1286,7782,9974,1286,8022,15.84,
OS 7782/9974/1398,7782,9974,1398,2001,290.39,x
OS 7782/9974/1398,7782,9974,1398,7005,89.65,x
OS 7782/9974/1398,7782,9974,1398,8022,1.09,
OS 7782/9974/1346,7782,9974,1346,2001,488.00,x
OS 7782/9974/1346,7782,9974,1346,Z080,8.87,
OS 7782/9974/1346,7782,9974,1346,7005,86.76,x
OS 7782/9974/1346,7782,9974,1346,8022,77.42,
OS 7782/9974/1195,7782,9974,1195,2001,224.92,x
OS 7782/9974/1195,7782,9974,1195,7005,72.50,x
OS 7782/9974/1195,7782,9974,1195,8022,52.01,
OS 7782/9974/1195,7782,9974,1195,2001,724.22,x
OS 7782/9974/1195,7782,9974,1195,7005,86.76,x
OS 7782/9974/1195,7782,9974,1195,8022,51.19,
OS 7782/9974/1195,7782,9974,1195,30E5,-133.95,x
OS 7782/9974/1292,7782,9974,1292,2001,295.56,x
OS 7782/9974/1292,7782,9974,1292,7005,79.94,x
OS 7782/9974/1292,7782,9974,1292,8022,32.49,
OS 7782/9974/1292,7782,9974,1292,20D6,-16.70,x
OS 7782/9974/1292,7782,9974,1292,70K9,48.95,
OS 7782/9974/1177,7782,9974,1177,2001,10.00,x
OS 7782/9974/1177,7782,9974,1177,7005,84.44,x
OS 7782/9974/1177,7782,9974,1177,8022,31.23,
OS 7782/9974/1376,7782,9974,1376,2001,66.13,x
OS 7782/9974/1376,7782,9974,1376,3087,8.87,
OS 7782/9974/1376,7782,9974,1376,7005,86.76,x
OS 7782/9974/1376,7782,9974,1376,8022,41.36,
OS 7782/9974/1376,7782,9974,1376,30E5,-125.80,x
OS 7782/9974/1223,7782,9974,1223,2001,39.71,x
OS 7782/9974/1223,7782,9974,1223,7005,41.11,x
OS 7782/9974/1223,7782,9974,1223,8022,72.65,
OS 7782/9974/1223,7782,9974,1223,20D6,-38.11,x
OS 7782/9974/1401,7782,9974,1401,2001,392.02,x
OS 7782/9974/1401,7782,9974,1401,7005,21.20,x
OS 7782/9974/1401,7782,9974,1401,8022,10.50,
OS 7782/9974/1401,7782,9974,1401,30E5,-132.86,x
OS 7782/9974/1176,7782,9974,1176,2001,328.08,x
OS 7782/9974/1176,7782,9974,1176,Z080,8.87,
OS 7782/9974/1176,7782,9974,1176,7005,72.50,x
OS 7782/9974/1176,7782,9974,1176,8022,67.46,
OS 7782/9974/1176,7782,9974,1176,30E5,-53.27,x
OS 7782/9974/1326,7782,9974,1326,2001,359.47,x
OS 7782/9974/1326,7782,9974,1326,7005,89.65,x
OS 7782/9974/1326,7782,9974,1326,8022,14.03,
OS 7782/9974/1512,7782,9974,1512,2001,128.79,x
OS 7782/9974/1512,7782,9974,1512,Z080,8.87,
OS 7782/9974/1512,7782,9974,1512,7005,89.65,x
OS 7782/9974/1512,7782,9974,1512,8022,14.03,
OS 7782/9974/1512,7782,9974,1512,30E5,-5.67,x
OS 7782/9974/1256,7782,9974,1256,2001,289.43,x
OS 7782/9974/1256,7782,9974,1256,7005,79.56,x
OS 7782/9974/1256,7782,9974,1256,8022,14.03,
OS 7782/9974/1386,7782,9974,1386,2001,189.66,x
OS 7782/9974/1386,7782,9974,1386,7005,7.52,x
OS 7782/9974/1386,7782,9974,1386,8022,31.34,
OS 7782/9974/1517,7782,9974,1517,2001,68.52,x
OS 7782/9974/1517,7782,9974,1517,7005,26.73,x
OS 7782/9974/1517,7782,9974,1517,8022,2.58,
OS 7782/9974/1517,7782,9974,1517,20D6,-27.41,x
OS 7782/9974/1484,7782,9974,1484,2001,13.06,x
OS 7782/9974/1484,7782,9974,1484,7005,68.36,x
OS 7782/9974/1484,7782,9974,1484,8022,77.42,
OS 7782/9974/1484,7782,9974,1484,20D6,-13.49,x
OS 7782/9974/1357,7782,9974,1357,2001,6.08,x
OS 7782/9974/1357,7782,9974,1357,7005,215.78,x
OS 7782/9974/1357,7782,9974,1357,8022,86.76,
OS 7782/9974/1357,7782,9974,1357,20D6,-7.76,x
OS 7782/9974/1489,7782,9974,1489,2014,97.68,
OS 7782/9974/1489,7782,9974,1489,3011,135.06,
OS 7782/9974/1489,7782,9974,1489,7034,35.15,
OS 7782/9974/1235,7782,9974,1235,2014,239.93,
OS 7782/9974/1235,7782,9974,1235,2014,239.93,
OS 7782/9974/1235,7782,9974,1235,2014,239.93,
OS 7782/9974/1235,7782,9974,1235,3011,328.08,
OS 7782/9974/1235,7782,9974,1235,3011,328.08,
OS 7782/9974/1235,7782,9974,1235,3011,328.08,
OS 7782/9974/1235,7782,9974,1235,7034,84.49,
OS 7782/9974/1235,7782,9974,1235,7034,84.49,
OS 7782/9974/1235,7782,9974,1235,7034,84.49,
OS 7782/9974/1340,7782,9974,1340,2014,95.47,
OS 7782/9974/1340,7782,9974,1340,3087,8.87,
OS 7782/9974/1340,7782,9974,1340,3011,236.71,
OS 7782/9974/1340,7782,9974,1340,7034,52.01,
OS 7782/9974/1340,7782,9974,1340,2014,"1,257.25",
OS 7782/9974/1340,7782,9974,1340,2014,"1,257.25",
OS 7782/9974/1340,7782,9974,1340,2034,84.49,
OS 7782/9974/1340,7782,9974,1340,2034,84.49,
OS 7782/9974/1340,7782,9974,1340,3011,236.71,
OS 7782/9974/1340,7782,9974,1340,3011,236.71,
OS 7782/9974/1340,7782,9974,1340,7034,95.38,
OS 7782/9974/1340,7782,9974,1340,7034,95.38,
OS 7782/9974/1380,7782,9974,1380,5027,529.67,
OS 7782/9974/1380,7782,9974,1380,7005,439.67,x
OS 7782/9974/1380,7782,9974,1380,8022,40.65,
OS 7782/9974/1499,7782,9974,1499,Y250,1.01,
OS 7782/9974/9263,7782,9974,9263,3087,52.01,
OS 7782/9974/9096,7782,9974,9096,6045,14.03,
OS 7782/9974/9251,7782,9974,9251,2034,14.03,
OS 7782/9974/9251,7782,9974,9251,2034,14.03,
OS 7782/9974/9251,7782,9974,9251,2034,14.03,
OS 7782/9974/9332,7782,9974,9332,2001,14.03,x
OS 7782/9974/9332,7782,9974,9332,2034,14.03,
OS 7782/9974/9332,7782,9974,9332,2034,14.03,
OS 7782/9974/9332,7782,9974,9332,2034,14.03,
OS 7782/9974/9158,7782,9974,9158,2014,51.19,
OS 7782/9974/9158,7782,9974,9158,2014,51.19,
OS 7782/9974/9158,7782,9974,9158,2014,51.19,
OS 7782/9974/9410,7782,9974,9410,2034,51.19,
OS 7782/9974/9410,7782,9974,9410,2034,51.19,
OS 7782/9974/9410,7782,9974,9410,2034,51.19,
OS 7782/9974/9364,7782,9974,9364,6045,14.03,
OS 7782/9974/9287,7782,9974,9287,6045,39.80,
OS 7782/9974/9298,7782,9974,9298,6045,14.03,
OS 7782/9974/9376,7782,9974,9376,6045,30.31,
OS 7782/9974/9350,7782,9974,9350,2034,1.09,
OS 7782/9974/9350,7782,9974,9350,2034,2.74,
OS 7782/9974/9350,7782,9974,9350,2034,2.74,
OS 7782/9974/9350,7782,9974,9350,2034,2.74,
OS 7782/9974/9256,7782,9974,9256,2014,12.80,
OS 7782/9974/9256,7782,9974,9256,2014,12.80,
OS 7782/9974/9256,7782,9974,9256,2014,12.80,
OS 7782/9974/9180,7782,9974,9180,2034,12.80,
OS 7782/9974/9180,7782,9974,9180,2034,12.80,
OS 7782/9974/9180,7782,9974,9180,2034,12.80,
OS 7782/9974/9195,7782,9974,9195,6045,14.38,
OS 7782/9974/9505,7782,9974,9505,6045,14.03,
OS 7782/9974/9505,7782,9974,9505,6045,14.03,
OS 7782/9974/9347,7782,9974,9347,6045,14.03,
OS 7782/9974/9347,7782,9974,9347,6045,14.03,
OS 7782/9974/9413,7782,9974,9413,6045,14.03,
OS 7782/9974/9413,7782,9974,9413,6045,14.03,
OS 7782/9974/9447,7782,9974,9447,6045,1.09,
OS 7782/9974/9487,7782,9974,9487,2034,14.38,
OS 7782/9974/9487,7782,9974,9487,2034,14.38,
OS 7782/9974/9487,7782,9974,9487,2034,14.38,
OS 7782/9974/9649,7782,9974,9649,6045,30.31,
OS 7782/9974/9334,7782,9974,9334,6045,39.80,
OS 7782/9974/9327,7782,9974,9327,6045,14.38,
OS 7782/9974/9560,7782,9974,9560,6045,14.38,
OS 7782/9974/9386,7782,9974,9386,6045,14.38,
OS 7782/9974/9383,7782,9974,9383,2034,1.09,
OS 7782/9974/9344,7782,9974,9344,2034,1.09,
OS 7782/9974/9401,7782,9974,9401,2014,1.09,
OS 7782/9974/1454,7782,9974,1454,2001,374.46,x
OS 7782/9974/1454,7782,9974,1454,7005,177.96,x
OS 7782/9974/1454,7782,9974,1454,8022,22.64,
OS 7782/9974/1454,7782,9974,1454,20D6,-41.16,x
OS 7782/9974/1284,7782,9974,1284,2001,409.36,x
OS 7782/9974/1284,7782,9974,1284,Z080,42.02,
OS 7782/9974/1284,7782,9974,1284,7005,177.96,x
OS 7782/9974/1284,7782,9974,1284,8022,99.06,
OS 7782/9974/1284,7782,9974,1284,30E5,-17.71,x
OS 7782/9974/1306,7782,9974,1306,7005,46.35,x
OS 7782/9974/1306,7782,9974,1306,8022,68.36,
OS 7782/9974/1306,7782,9974,1306,2001,"1,304.42",x
OS 7782/9974/1306,7782,9974,1306,7005,46.35,x
OS 7782/9974/1306,7782,9974,1306,8022,68.36,
OS 7782/9974/1656,7782,9974,1656,2001,"1,175.34",x
OS 7782/9974/1656,7782,9974,1656,7005,227.52,x
OS 7782/9974/1656,7782,9974,1656,8022,35.41,
OS 7782/9974/1656,7782,9974,1656,30E5,-339.17,x
OS 7782/9974/1398,7782,9974,1398,2001,200.98,x
OS 7782/9974/1398,7782,9974,1398,6045,11.03,
OS 7782/9974/1398,7782,9974,1398,7005,108.63,x
OS 7782/9974/1398,7782,9974,1398,8022,144.16,
OS 7782/9974/1398,7782,9974,1398,2001,789.82,x
OS 7782/9974/1398,7782,9974,1398,7005,92.44,x
OS 7782/9974/1398,7782,9974,1398,8022,215.78,
OS 7782/9974/1398,7782,9974,1398,30E5,-100.35,x
OS 7782/9974/1662,7782,9974,1662,2001,35.33,x
OS 7782/9974/1662,7782,9974,1662,Z080,26.26,
OS 7782/9974/1662,7782,9974,1662,7005,173.92,x
OS 7782/9974/1662,7782,9974,1662,8022,72.65,
OS 7782/9974/1662,7782,9974,1662,20D6,-17.54,x
OS 7782/9974/1462,7782,9974,1462,2001,613.44,x
OS 7782/9974/1462,7782,9974,1462,Z080,167.39,
OS 7782/9974/1462,7782,9974,1462,7005,5.26,x
OS 7782/9974/1462,7782,9974,1462,8022,192.81,
OS 7782/9974/1462,7782,9974,1462,2001,532.15,x
OS 7782/9974/1462,7782,9974,1462,7005,167.39,x
OS 7782/9974/1462,7782,9974,1462,8022,78.40,
OS 7782/9974/1462,7782,9974,1462,30E5,-76.94,x
OS 7782/9974/1589,7782,9974,1589,2001,664.31,x
OS 7782/9974/1589,7782,9974,1589,3087,8.87,
OS 7782/9974/1589,7782,9974,1589,7005,5.26,x
OS 7782/9974/1589,7782,9974,1589,8022,214.46,
OS 7782/9974/1589,7782,9974,1589,30E5,-31.27,x
OS 7782/9974/1664,7782,9974,1664,2001,85.13,x
OS 7782/9974/1664,7782,9974,1664,Z080,97.61,
OS 7782/9974/1664,7782,9974,1664,7005,173.92,x
OS 7782/9974/1664,7782,9974,1664,8022,52.01,
OS 7782/9974/1664,7782,9974,1664,20D6,-102.69,x
OS 7782/9974/1414,7782,9974,1414,2001,374.77,x
OS 7782/9974/1414,7782,9974,1414,Z080,172.60,
OS 7782/9974/1414,7782,9974,1414,7005,92.80,x
OS 7782/9974/1414,7782,9974,1414,8022,67.46,
OS 7782/9974/1414,7782,9974,1414,20D6,-53.42,x
OS 7782/9974/1471,7782,9974,1471,2001,887.92,x
OS 7782/9974/1471,7782,9974,1471,7005,5.26,x
OS 7782/9974/1471,7782,9974,1471,8022,199.92,
OS 7782/9974/1471,7782,9974,1471,30E5,-53.57,x
OS 7782/9974/1413,7782,9974,1413,2001,200.98,x
OS 7782/9974/1413,7782,9974,1413,7005,135.06,x
OS 7782/9974/1413,7782,9974,1413,8022,199.15,
OS 7782/9974/1413,7782,9974,1413,30E5,-20.88,x
OS 7782/9947/1033,7782,9947,1033,2001,62.15,x
OS 7782/9947/1033,7782,9947,1033,7005,68.36,x
OS 7782/9947/1033,7782,9947,1033,8022,77.42,
OS 7782/9947/1033,7782,9947,1033,2001,647.87,x
OS 7782/9947/1033,7782,9947,1033,7005,94.76,x
OS 7782/9947/1033,7782,9947,1033,8022,56.17,
OS 7782/9947/1033,7782,9947,1033,30E5,-144.08,x
OS 7782/9947/1223,7782,9947,1223,2001,257.64,x
OS 7782/9947/1223,7782,9947,1223,7005,84.49,x
OS 7782/9947/1223,7782,9947,1223,8022,48.95,
OS 7782/9947/1223,7782,9947,1223,20D6,-15.57,x
OS 7782/9947/1281,7782,9947,1281,2001,240.41,x
OS 7782/9947/1281,7782,9947,1281,3087,8.87,
OS 7782/9947/1281,7782,9947,1281,7005,52.01,x
OS 7782/9947/1281,7782,9947,1281,8022,2.74,
OS 7782/9947/1281,7782,9947,1281,30E5,-8.12,x
OS 7782/9947/1286,7782,9947,1286,2001,235.76,x
OS 7782/9947/1286,7782,9947,1286,7005,72.50,x
OS 7782/9947/1286,7782,9947,1286,8022,72.09,
OS 7782/9947/1286,7782,9947,1286,20D6,-64.99,x
OS 7782/9947/1398,7782,9947,1398,2001,31.59,x
OS 7782/9947/1398,7782,9947,1398,7005,94.76,x
OS 7782/9947/1398,7782,9947,1398,8022,48.95,
OS 7782/9947/1398,7782,9947,1398,30E5,-285.45,x
OS 7782/9947/1346,7782,9947,1346,2001,275.66,x
OS 7782/9947/1346,7782,9947,1346,7005,84.49,x
OS 7782/9947/1346,7782,9947,1346,8022,1.09,
OS 7782/9947/1346,7782,9947,1346,20D6,-28.81,x
OS 7782/9947/1195,7782,9947,1195,2001,131.86,x
OS 7782/9947/1195,7782,9947,1195,7005,35.15,x
OS 7782/9947/1195,7782,9947,1195,8022,14.03,
OS 7782/9947/1292,7782,9947,1292,2001,118.44,x
OS 7782/9947/1292,7782,9947,1292,7005,72.50,x
OS 7782/9947/1292,7782,9947,1292,8022,55.04,
OS 7782/9947/1292,7782,9947,1292,20D6,-5.39,x
OS 7782/9947/1177,7782,9947,1177,2001,534.54,x
OS 7782/9947/1177,7782,9947,1177,7005,94.76,x
OS 7782/9947/1177,7782,9947,1177,8022,77.42,
OS 7782/9947/1177,7782,9947,1177,20D6,-35.27,x
OS 7782/9947/1177,7782,9947,1177,70K9,21.72,
OS 7782/9947/1376,7782,9947,1376,2001,409.22,x
OS 7782/9947/1376,7782,9947,1376,7005,72.65,x
OS 7782/9947/1376,7782,9947,1376,8022,14.03,
OS 7782/9947/1376,7782,9947,1376,2001,409.22,x
OS 7782/9947/1376,7782,9947,1376,7005,57.61,x
OS 7782/9947/1376,7782,9947,1376,8022,5.42,
OS 7782/9947/1376,7782,9947,1376,30E5,-63.21,x
OS 7782/9947/1223,7782,9947,1223,2001,120.36,x
OS 7782/9947/1223,7782,9947,1223,7005,35.15,x
OS 7782/9947/1223,7782,9947,1223,8022,19.09,
OS 7782/9947/1223,7782,9947,1223,20D6,-32.71,x
OS 7782/9947/1401,7782,9947,1401,2001,110.51,x
OS 7782/9947/1401,7782,9947,1401,3087,8.87,
OS 7782/9947/1401,7782,9947,1401,7005,59.24,x
OS 7782/9947/1401,7782,9947,1401,8022,84.49,
OS 7782/9947/1401,7782,9947,1401,30E5,-104.45,x
OS 7782/9947/1176,7782,9947,1176,2001,403.61,x
OS 7782/9947/1176,7782,9947,1176,7005,94.76,x
OS 7782/9947/1176,7782,9947,1176,8022,77.42,
OS 7782/9947/1176,7782,9947,1176,20D6,-66.35,x
OS 7782/9947/1326,7782,9947,1326,2001,133.66,x
OS 7782/9947/1326,7782,9947,1326,2001,150.00,x
OS 7782/9947/1326,7782,9947,1326,7005,84.49,x
OS 7782/9947/1326,7782,9947,1326,8022,2.74,
OS 7782/9947/1326,7782,9947,1326,20D6,-40.90,x
OS 7782/9947/1326,7782,9947,1326,30E5,-4.26,x
OS 7782/9947/1512,7782,9947,1512,2001,69.83,x
OS 7782/9947/1512,7782,9947,1512,7005,35.15,x
OS 7782/9947/1512,7782,9947,1512,8022,55.04,
OS 7782/9947/1512,7782,9947,1512,20D6,-19.70,x
OS 7782/9947/1256,7782,9947,1256,2001,335.86,x
OS 7782/9947/1256,7782,9947,1256,6045,1.37,
OS 7782/9947/1256,7782,9947,1256,7005,72.50,x
OS 7782/9947/1256,7782,9947,1256,8022,72.09,
OS 7782/9947/1256,7782,9947,1256,20D6,-48.65,x
OS 7782/9947/1357,7782,9947,1357,2014,805.53,
OS 7782/9947/1357,7782,9947,1357,2014,805.53,
OS 7782/9947/1357,7782,9947,1357,3011,72.50,
OS 7782/9947/1357,7782,9947,1357,7034,14.03,
OS 7782/9947/1357,7782,9947,1357,2014,899.27,
OS 7782/9947/1357,7782,9947,1357,2014,899.27,
OS 7782/9947/1357,7782,9947,1357,2014,899.27,
OS 7782/9947/1357,7782,9947,1357,3011,94.76,
OS 7782/9947/1357,7782,9947,1357,3011,94.76,
OS 7782/9947/1357,7782,9947,1357,3011,94.76,
OS 7782/9947/1357,7782,9947,1357,7034,67.46,
OS 7782/9947/1357,7782,9947,1357,7034,67.46,
OS 7782/9947/1357,7782,9947,1357,7034,67.46,
OS 7782/9947/9263,7782,9947,9263,Y250,1.01,
OS 7782/9947/9263,7782,9947,9263,Y250,1.01,
OS 7782/9947/9263,7782,9947,9263,Y250,1.01,
OS 7782/18202/9263,7782,18202,9263,2034,14.03,
OS 7782/18202/9263,7782,18202,9263,2034,14.03,
OS 7782/18202/9263,7782,18202,9263,2034,14.03,
OS 7782/18202/9096,7782,18202,9096,6045,33.51,
OS 7782/18202/9251,7782,18202,9251,6045,28.97,
OS 7782/18202/9332,7782,18202,9332,2034,51.19,
OS 7782/18202/9332,7782,18202,9332,2034,14.03,
OS 7782/18202/9332,7782,18202,9332,2034,14.03,
OS 7782/18202/9332,7782,18202,9332,2034,14.03,
OS 7782/18202/9158,7782,18202,9158,2034,14.03,
OS 7782/18202/9410,7782,18202,9410,2034,14.03,
OS 7782/18202/9410,7782,18202,9410,2034,14.03,
OS 7782/18202/9410,7782,18202,9410,2034,14.03,
OS 7782/18202/9364,7782,18202,9364,2034,14.03,
OS 7782/18202/9364,7782,18202,9364,2034,14.03,
OS 7782/18202/9364,7782,18202,9364,2034,14.03,
OS 7782/18202/9287,7782,18202,9287,6045,14.03,
OS 7782/18202/9287,7782,18202,9287,2034,51.19,
OS 7782/18202/9287,7782,18202,9287,2034,51.19,
OS 7782/18202/9287,7782,18202,9287,2034,51.19,
OS 7782/18202/9298,7782,18202,9298,2034,51.19,
OS 7782/18202/9298,7782,18202,9298,2034,51.19,
OS 7782/18202/9376,7782,18202,9376,6045,2.74,
OS 7782/18202/9376,7782,18202,9376,2034,51.19,
OS 7782/18202/9376,7782,18202,9376,2034,51.19,
OS 7782/18202/9376,7782,18202,9376,2034,51.19,
OS 7782/18202/9350,7782,18202,9350,6045,51.19,
OS 7782/18202/9159,7782,18202,9159,2034,14.03,
OS 7782/18202/9159,7782,18202,9159,2034,14.03,
OS 7782/18202/9159,7782,18202,9159,2034,14.03,
OS 7782/18202/9470,7782,18202,9470,6045,14.03,
OS 7782/18202/9256,7782,18202,9256,2034,51.19,
OS 7782/18202/9256,7782,18202,9256,2034,51.19,
OS 7782/18202/9256,7782,18202,9256,2034,51.19,
OS 7782/18202/9180,7782,18202,9180,2014,51.19,
OS 7782/18202/9180,7782,18202,9180,2014,51.19,
OS 7782/18202/9449,7782,18202,9449,2034,33.51,
OS 7782/18202/9449,7782,18202,9449,2034,33.51,
OS 7782/18202/9449,7782,18202,9449,2034,33.51,
OS 7782/18202/9237,7782,18202,9237,2034,11.35,
OS 7782/18202/9237,7782,18202,9237,2034,11.35,
OS 7782/18202/9237,7782,18202,9237,2034,11.35,
OS 7782/18202/9195,7782,18202,9195,2034,14.03,
OS 7782/18202/9195,7782,18202,9195,2034,14.03,
OS 7782/18202/9195,7782,18202,9195,2034,14.03,
OS 7782/18202/9424,7782,18202,9424,2034,37.65,
OS 7782/18202/9424,7782,18202,9424,2034,51.19,
OS 7782/18202/9424,7782,18202,9424,2034,51.19,
